fold_0:
   train      val  monitor       lr
0.199582 0.837165 0.914967 0.000119

fold_1:
   train      val  monitor       lr
2.594731 2.082695 1.443155 0.000500
1.298273 1.405249 1.185432 0.000500
1.183026 1.320060 1.148939 0.000500
1.152800 1.410387 1.187597 0.000500
1.061851 1.393052 1.180276 0.000500
1.080075 1.318224 1.148139 0.000500
1.059050 1.613492 1.270233 0.000500
1.092240 1.210791 1.100360 0.000500
1.018712 1.112358 1.054684 0.000500
0.982663 1.165453 1.079561 0.000500
1.000064 1.101533 1.049539 0.000500
0.958112 1.016159 1.008047 0.000500
1.005613 1.607305 1.267795 0.000500
0.976655 1.083153 1.040746 0.000500
1.008784 0.943500 0.971339 0.000500
0.944400 0.979975 0.989937 0.000500
0.887872 0.899600 0.948472 0.000500
0.866887 0.873648 0.934691 0.000500
0.828596 0.781910 0.884257 0.000500
0.879811 0.740440 0.860488 0.000500
0.820235 0.791848 0.889858 0.000500
0.819489 0.755990 0.869477 0.000500
0.758041 0.760443 0.872034 0.000500
0.734242 0.831327 0.911771 0.000375
0.732034 0.831979 0.912129 0.000375
0.687051 0.683741 0.826887 0.000375
0.675858 0.678694 0.823829 0.000375
0.704257 0.570512 0.755322 0.000375
0.614464 0.679829 0.824517 0.000375
0.619168 0.613390 0.783192 0.000375
0.611086 0.836042 0.914354 0.000375
0.583231 0.611365 0.781898 0.000281
0.524162 0.643702 0.802310 0.000281
0.509579 0.603295 0.776720 0.000281
0.501511 0.615660 0.784640 0.000281
0.480224 0.642997 0.801871 0.000211
0.461265 0.682502 0.826137 0.000211
0.440861 0.593681 0.770507 0.000211

fold_2:
   train      val  monitor       lr
2.920143 1.613216 1.270124 0.000500
1.183060 1.512861 1.229984 0.000500
1.189780 1.498262 1.224035 0.000500
1.112746 1.467910 1.211573 0.000500
1.081444 1.449261 1.203853 0.000500
1.038045 1.397856 1.182310 0.000500
1.043835 1.328913 1.152785 0.000500
1.000014 1.365848 1.168695 0.000500
0.986876 1.255304 1.120403 0.000500
0.950629 1.284842 1.133509 0.000500
1.004430 1.287854 1.134837 0.000500
0.933153 1.266661 1.125460 0.000500
0.868263 1.175199 1.084066 0.000500
0.959328 1.155721 1.075045 0.000500
0.871270 1.337619 1.156555 0.000500
0.853637 1.095738 1.046775 0.000500
0.810875 1.073981 1.036330 0.000500
0.802250 1.294393 1.137714 0.000500
0.816269 1.014724 1.007335 0.000500
0.840324 1.003381 1.001689 0.000500
0.757668 0.958309 0.978932 0.000500
0.737483 0.967831 0.983784 0.000500
0.712058 1.049607 1.024503 0.000500
0.677746 0.946110 0.972682 0.000500
0.698004 0.895973 0.946558 0.000500
0.702621 0.935405 0.967163 0.000500
0.663087 0.942401 0.970773 0.000500
0.673966 0.983014 0.991471 0.000500
0.643494 0.980255 0.990078 0.000375
0.584940 0.933078 0.965960 0.000375
0.581831 0.831892 0.912081 0.000375
0.540128 0.817716 0.904276 0.000375
0.535374 0.853042 0.923603 0.000375
0.621198 0.903993 0.950785 0.000375
0.526645 0.843004 0.918153 0.000375
0.493278 0.859853 0.927282 0.000281
0.447677 0.902489 0.949994 0.000281
0.458316 0.853265 0.923723 0.000281
0.456053 0.831262 0.911736 0.000281
0.453455 0.818669 0.904803 0.000211
0.396606 0.894840 0.945960 0.000211

fold_3:
   train      val  monitor       lr
2.582612 1.952995 1.397496 0.000500
1.039163 1.966973 1.402488 0.000500
0.977738 1.661694 1.289067 0.000500
0.963639 1.646490 1.283156 0.000500
0.919237 1.521036 1.233303 0.000500
0.873453 1.533476 1.238336 0.000500
0.843664 1.678286 1.295487 0.000500
0.845879 1.791828 1.338592 0.000500
0.897365 1.434789 1.197827 0.000500
0.813992 1.413224 1.188791 0.000500
0.782300 1.396068 1.181553 0.000500
0.765988 1.328779 1.152727 0.000500
0.761629 1.257967 1.121591 0.000500
0.754634 1.208809 1.099458 0.000500
0.766264 1.204417 1.097459 0.000500
0.701048 1.265360 1.124882 0.000500
0.688982 1.202708 1.096680 0.000500
0.711128 1.075781 1.037199 0.000500
0.677337 1.448274 1.203442 0.000500
0.659910 1.042945 1.021247 0.000500
0.621651 0.991768 0.995876 0.000500
0.603682 1.034918 1.017309 0.000500
0.592387 1.033012 1.016372 0.000500
0.609184 1.120566 1.058568 0.000500
0.553227 1.007020 1.003504 0.000375
0.575354 1.022374 1.011125 0.000375
0.513226 0.896770 0.946980 0.000375
0.511903 0.905551 0.951605 0.000375
0.490652 0.891961 0.944437 0.000375
0.471287 0.861850 0.928359 0.000375
0.472103 0.869715 0.932585 0.000375
0.448553 0.919267 0.958784 0.000375
0.429200 0.876203 0.936057 0.000375
0.418695 0.864712 0.929899 0.000281
0.407081 0.826693 0.909227 0.000281
0.383590 0.845595 0.919562 0.000281
0.370797 0.879659 0.937901 0.000281
0.367457 0.895056 0.946074 0.000281
0.388313 0.894526 0.945794 0.000211
0.344141 0.832848 0.912605 0.000211
0.336082 0.854551 0.924419 0.000211
0.311095 0.850012 0.921961 0.000211
0.305183 0.852224 0.923160 0.000158
0.287317 0.846579 0.920097 0.000158

fold_4:
   train      val  monitor       lr
3.723062 1.900706 1.378661 0.000500
1.088593 1.935498 1.391222 0.000500
1.068927 1.674205 1.293911 0.000500
1.135124 1.508959 1.228397 0.000500
1.027159 1.415701 1.189832 0.000500
0.970728 1.397055 1.181971 0.000500
0.955930 1.282901 1.132652 0.000500
0.941885 1.314042 1.146317 0.000500
0.910634 1.168440 1.080944 0.000500
0.935113 1.245083 1.115833 0.000500
0.920235 1.483906 1.218157 0.000500
0.859034 1.177023 1.084907 0.000500
0.835917 1.093049 1.045490 0.000500
0.812297 1.004832 1.002413 0.000500
0.788256 1.068325 1.033598 0.000500
0.750915 1.317870 1.147985 0.000500
0.862848 1.114900 1.055888 0.000500
0.748660 0.971725 0.985761 0.000500
0.712555 1.026606 1.013216 0.000500
0.771115 0.983724 0.991829 0.000500
0.720311 0.973520 0.986671 0.000500
0.665837 1.003682 1.001839 0.000375
0.627505 0.929489 0.964100 0.000375
0.622989 0.895837 0.946487 0.000375
0.595347 0.868544 0.931957 0.000375
0.618144 0.853564 0.923885 0.000375
0.566669 0.839647 0.916323 0.000375
0.589767 1.090875 1.044449 0.000375
0.557681 0.972083 0.985943 0.000375
0.536327 0.859774 0.927240 0.000375
0.593301 0.952782 0.976106 0.000281
0.511968 0.820288 0.905697 0.000281
0.464921 0.840649 0.916869 0.000281
0.447692 0.792159 0.890033 0.000281
0.439171 0.880111 0.938142 0.000281
0.447539 0.806063 0.897810 0.000281
0.420110 0.826464 0.909101 0.000281
0.428079 0.815231 0.902902 0.000211
0.387667 0.799681 0.894249 0.000211
0.376305 0.853185 0.923680 0.000211
0.365315 0.802902 0.896048 0.000211
0.350404 0.821133 0.906164 0.000158
0.325389 0.787374 0.887341 0.000158
0.320451 0.784108 0.885499 0.000158
0.314827 0.818278 0.904587 0.000158
0.305211 0.858278 0.926433 0.000158
0.289006 0.845448 0.919482 0.000158
0.286576 0.806736 0.898185 0.000119
0.267709 0.808275 0.899041 0.000119
0.251333 0.817533 0.904175 0.000119
0.253297 0.830038 0.911064 0.000119
0.248752 0.838671 0.915790 0.000089
0.231665 0.822527 0.906933 0.000089

