smiles,pred_pIC50,target_pIC50,is_valid,canonical_smiles,murcko_scaffold_smiles,tanimoto_max_to_ref,diversity_score,mean_tanimoto_internal,diversity_internal_score
C#Cc1cc(CC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc3CNC2O)ncc1OC(COC)C(F)(F)F,9.923596,9.944242477416992,True,C#Cc1cc(CC2CCC3(CCC3)Oc3ncc(CC(C)(C)C)cc3CNC2O)ncc1OC(COC)C(F)(F)F,c1ccc(CC2CCC3(CCC3)Oc3ncccc3CNC2)nc1,0.35897437,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2(c3cccc(C(C)(C)C)c3)CCC2)c1,8.158135,8.154570579528809,True,C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2(c3cccc(C(C)(C)C)c3)CCC2)c1,c1ccc(CCCCNC2(c3ccccc3)CCC2)cc1,0.6891892,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C)cc32)c1,9.313192,9.320817947387695,True,C#Cc1cc(F)cc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7375,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cc(F)cc(CNC(Cc2cc(F)cc(F)c2)C(O)CNC2(c3cccc(C(C)(C)C)c3)CC2)c1,7.735941,7.774245738983154,True,C#Cc1cc(F)cc(CNC(Cc2cc(F)cc(F)c2)C(O)CNC2(c3cccc(C(C)(C)C)c3)CC2)c1,c1ccc(CNC(CCNC2(c3ccccc3)CC2)Cc2ccccc2)cc1,0.6666667,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(N)N(C)C3=O)c2)nc1,7.5794845,7.574427127838135,True,C#Cc1ccc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(N)N(C)C3=O)c2)nc1,O=C1NC=NC1(c1ccccc1)c1cccc(-c2ccccn2)c1,0.5277778,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)cc1,6.182858,6.17975664138794,True,C#Cc1ccc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)cc1,C1=NC(c2ccncc2)(c2cccc(-c3ccccc3)c2)c2ccccc21,0.7258065,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(C(=O)Nc2cccc(C3(C)N=C(N)OCC3(F)F)c2)s1,5.5425677,5.545363903045654,True,C#Cc1ccc(C(=O)Nc2cccc(C3(C)N=C(N)OCC3(F)F)c2)s1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cccs1,0.5,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(CC(CNC2CC3(CC(O)C3)Oc3ncc(CC(C)(C)C)cc32)NC(C)=O)cc1F,7.3301454,7.343924522399902,True,C#Cc1ccc(CC(CNC2CC3(CC(O)C3)Oc3ncc(CC(C)(C)C)cc32)NC(C)=O)cc1F,c1ccc(CCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.625,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,7.930112,7.937068462371826,True,C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,c1ccc(CCCCNC2CC3(CC3)Oc3ncccc32)cc1,0.85882354,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C(C)(C)C)cc32)cc1,6.316452,6.337033271789551,True,C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C(C)(C)C)cc32)cc1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.8765432,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C)cc32)cc1-c1nccs1,9.307114,9.314725875854492,True,C#Cc1ccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C)cc32)cc1-c1nccs1,c1cc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,0.7346939,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(F)c(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.545625,9.5640869140625,True,C#Cc1ccc(F)c(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.84705883,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccc(Oc2ncccc2C)cc1C1(c2cccc(-c3cncnc3)c2)COC(=N)N1,6.9909625,6.976428985595703,True,C#Cc1ccc(Oc2ncccc2C)cc1C1(c2cccc(-c3cncnc3)c2)COC(=N)N1,N=C1NC(c2cccc(Oc3ccccn3)c2)(c2cccc(-c3cncnc3)c2)CO1,0.3493976,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(-c2cc(C3(c4ccc(OC)cc4OC)N=C(C)C(=N)N3)cs2)c1,8.625961,8.634927749633789,True,C#Cc1cccc(-c2cc(C3(c4ccc(OC)cc4OC)N=C(C)C(=N)N3)cs2)c1,N=C1C=NC(c2ccccc2)(c2csc(-c3ccccc3)c2)N1,0.2820513,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(-c2cccc(C3(C)CCCC(=N)N3)c2)c1,5.3597097,5.346430778503418,True,C#Cc1cccc(-c2cccc(C3(C)CCCC(=N)N3)c2)c1,N=C1CCCC(c2cccc(-c3ccccc3)c2)N1,0.30136988,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(-c2cccc(C3(c4cnn(CCC)c4)N=C(N)N(C)C3=O)c2)c1,8.519801,8.520941734313965,True,C#Cc1cccc(-c2cccc(C3(c4cnn(CCC)c4)N=C(N)N(C)C3=O)c2)c1,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2ccccc2)c1,0.671875,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(-c2cncnc2)c1C1(c2ccc(OC(F)(F)F)cc2)N=C(N)N(C)C1=O,7.1178007,7.11574649810791,True,C#Cc1cccc(-c2cncnc2)c1C1(c2ccc(OC(F)(F)F)cc2)N=C(N)N(C)C1=O,O=C1NC=NC1(c1ccccc1)c1ccccc1-c1cncnc1,0.6567164,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@H]2CCCc3ccc(CC(C)(C)C)cc32)c1,9.443955,9.469911575317385,True,C#Cc1cccc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@H]2CCCc3ccc(CC(C)(C)C)cc32)c1,O=C(NC(CCNC1CCCc2ccccc21)Cc1ccccc1)c1ccccc1,0.44230768,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(=O)COC)C(O)CCNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,9.060561,9.059226036071776,True,C#Cc1cccc(CC(NC(=O)COC)C(O)CCNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.8915663,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)CC)cc32)c1,9.855841,9.885884284973145,True,C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)CC)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.89285713,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C(C)C)cc32)c1,7.822542,7.826480865478516,True,C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)C(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.85714287,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2c3cc(CC(C)(C)C)cnc3OC23CC3)c1,9.033955,9.03966999053955,True,C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2c3cc(CC(C)(C)C)cnc3OC23CC3)c1,c1ccc(CCCCNC2c3cccnc3OC23CC3)cc1,0.7764706,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(=O)c2ccc(Cl)cn2)C(O)CNC2CC3(CCC3)Oc3cc(CC(C)(C)C)ccc32)c1,8.177593,8.181522369384766,True,C#Cc1cccc(CC(NC(=O)c2ccc(Cl)cn2)C(O)CNC2CC3(CCC3)Oc3cc(CC(C)(C)C)ccc32)c1,O=C(NC(CCNC1CC2(CCC2)Oc2ccccc21)Cc1ccccc1)c1ccccn1,0.6354167,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2(c3ccc(C4CCOC4)cc3)CCC2)c1,6.7833676,6.776711463928223,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2(c3ccc(C4CCOC4)cc3)CCC2)c1,c1ccc(CCCCNC2(c3ccc(C4CCOC4)cc3)CCC2)cc1,0.6296296,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC23CC(C)(C)Cc2cc(Cl)cnc2O3)c1,6.7169743,6.739793300628662,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC23CC(C)(C)Cc2cc(Cl)cnc2O3)c1,c1ccc(CCCCNC2CC23CCCc2cccnc2O3)cc1,0.48913044,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.038124,7.025461196899414,True,C#Cc1cccc(CC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.8414634,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CCC(C)Cc2cnc3c(c2)C(NCC(O)C(Cc2cccc(-c4nccs4)c2)NC(=O)COC)CC2(CCC2)O3)c1,9.938292,9.963340759277344,True,C#Cc1cccc(CCC(C)Cc2cnc3c(c2)C(NCC(O)C(Cc2cccc(-c4nccs4)c2)NC(=O)COC)CC2(CCC2)O3)c1,c1ccc(CCCCc2cnc3c(c2)C(NCCCCc2cccc(-c4nccs4)c2)CC2(CCC2)O3)cc1,0.75247526,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CCC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,7.5331993,7.537095069885254,True,C#Cc1cccc(CCC(NC(C)=O)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCCNC2CC3(CCC3)Oc3ncccc32)cc1,0.7386364,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cccc(CNC(=O)C(C(O)CNC2CCC3(CC3)Oc3ncc(CC(C)(C)C)cc32)C(C)C(C)(C)C)c1,7.884375,7.87871503829956,True,C#Cc1cccc(CNC(=O)C(C(O)CNC2CCC3(CC3)Oc3ncc(CC(C)(C)C)cc32)C(C)C(C)(C)C)c1,O=C(CCCNC1CCC2(CC2)Oc2ncccc21)NCc1ccccc1,0.5555556,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1ccccc1-c1cncc(C2(c3cc(CC(C)(C)C)nc(OC4CC4)c3)N=C(N)N(C)C2=O)c1,8.934396,8.936861038208008,True,C#Cc1ccccc1-c1cncc(C2(c3cc(CC(C)(C)C)nc(OC4CC4)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1cncc(-c2ccccc2)c1)c1ccnc(OC2CC2)c1,0.42857143,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cncc(-c2cccc([C@]3(c4ccn(CC)c4)N=C(N)N4CCCN=C43)c2)c1,8.612104,8.636093139648438,True,C#Cc1cncc(-c2cccc([C@]3(c4ccn(CC)c4)N=C(N)N4CCCN=C43)c2)c1,C1=NC(c2cc[nH]c2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,0.5416667,0.837085579479033,0.16604989998833014,0.8339501000116698
C#Cc1cncc(C(=O)Nc2cccc(C3(C)N=C(N)CS3)c2)n1,6.178296,6.187777042388916,True,C#Cc1cncc(C(=O)Nc2cccc(C3(C)N=C(N)CS3)c2)n1,O=C(Nc1cccc(C2N=CCS2)c1)c1cnccn1,0.43243244,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=C\C1CC1)c1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,5.2332544,5.231189727783203,True,C/C(=C\C1CC1)c1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1cccc(C=CC2CC2)c1,0.63492066,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCC(C)C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNC(C)C)cc(N2CCCCS2(=O)=O)c1,6.47444,6.469987869262695,True,C/C(=N/OCC(C)C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNC(C)C)cc(N2CCCCS2(=O)=O)c1,O=C(NCCc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,0.7586207,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCC(C)C)c1cc(C(=O)NC(Cc2ccccc2)C(O)NCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,7.6373124,7.651609420776367,True,C/C(=N/OCC(C)C)c1cc(C(=O)NC(Cc2ccccc2)C(O)NCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CNCc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,0.6210526,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCC(C)C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2ccc(C)cc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,6.416769,6.430120944976807,True,C/C(=N/OCC(C)C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2ccc(C)cc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,0.81395346,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCC(C)C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)c2cc(F)cc(F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,7.946295,7.931099414825439,True,C/C(=N/OCC(C)C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)c2cc(F)cc(F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(Cc1ccccc1)c1ccccc1)c1cccc(Nc2ccccc2)c1,0.6551724,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCC(C)C)c1cc(CC(NC(=O)c2cc(C)cc(N3CCCC3=O)c2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(OF)c1,8.708524,8.720606803894043,True,C/C(=N/OCC(C)C)c1cc(CC(NC(=O)c2cc(C)cc(N3CCCC3=O)c2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(OF)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(N2CCCC2=O)c1,0.6122449,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCC1CC1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N(C)S(C)(=O)=O)c1,5.9478464,5.933499336242676,True,C/C(=N/OCC1CC1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C=NOCC2CC2)c1,0.6315789,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCCC(C)C)c1cc(C(=O)NC(C)c2ccc(F)cc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,4.3440676,4.346857070922852,True,C/C(=N/OCCC(C)C)c1cc(C(=O)NC(C)c2ccc(F)cc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NCc1ccccc1)c1cccc(Nc2ccccc2)c1,0.5,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCCC(C)C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,5.6160107,5.610116958618164,True,C/C(=N/OCCC(C)C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccccc1,0.74418604,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCCc1ccccc1)c1cc(C(=O)NC(COCc2cc(F)cc(F)c2)C(O)CC=O)cc(N(C)S(C)(=O)=O)c1,7.3102736,7.316831588745117,True,C/C(=N/OCCc1ccccc1)c1cc(C(=O)NC(COCc2cc(F)cc(F)c2)C(O)CC=O)cc(N(C)S(C)(=O)=O)c1,O=C(NCCOCc1ccccc1)c1cccc(C=NOCCc2ccccc2)c1,0.58947366,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCCc1ccccc1)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCS2(=O)=O)c1,7.0091467,7.0151238441467285,True,C/C(=N/OCCc1ccccc1)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCS2(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cc(C=NOCCc2ccccc2)cc(N2CCCS2(=O)=O)c1,0.71428573,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCCc1ccccc1)c1cc(C(N)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,7.3985357,7.4126057624816895,True,C/C(=N/OCCc1ccccc1)c1cc(C(N)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,C(=NOCCc1ccccc1)c1cc(CNC(CCNCc2ccccc2)Cc2ccccc2)cc(Nc2ccccc2)c1,0.62222224,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccc(F)cc1)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,6.9442377,6.944957256317139,True,C/C(=N/OCc1ccc(F)cc1)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,0.83950615,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,5.78734,5.791418075561523,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,O=C(NCc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,0.6351351,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccc(C(F)(F)F)cc2)cc(N(C)S(C)(=O)=O)c1,5.6364794,5.627852916717529,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccc(C(F)(F)F)cc2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,0.7906977,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,7.2867017,7.27371072769165,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,0.8717949,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2cccc(F)c2)C(O)CNCc2ccc(C(C)C)cc2)cc(N(C)S(C)(=O)=O)c1,7.4788713,7.471869945526123,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2cccc(F)c2)C(O)CNCc2ccc(C(C)C)cc2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,0.75,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(C)C)c2)cc(N(C)S(C)(=O)=O)c1,6.317518,6.315742015838623,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(C)C)c2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,0.7411765,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,5.9438734,5.948271751403809,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cc(C=NOCc2ccccc2)cc(Nc2ccccc2)c1,0.7532467,0.837085579479033,0.16604989998833014,0.8339501000116698
C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,8.397973,8.392252922058105,True,C/C(=N/OCc1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cc(C=NOCc2ccccc2)cc(N2CCCCS2(=O)=O)c1,0.76086956,0.837085579479033,0.16604989998833014,0.8339501000116698
