fold_0:
   train      val  monitor       lr
1.052839 1.511516 1.229437 0.000500
1.133091 1.222506 1.105670 0.000500
1.010664 1.119965 1.058284 0.000500
0.975636 1.027387 1.013601 0.000500
0.992175 1.094662 1.046261 0.000500
0.985258 1.002448 1.001223 0.000500
0.962556 1.103524 1.050487 0.000500
0.932323 0.851200 0.922605 0.000500
0.917126 0.885311 0.940910 0.000500
0.848834 0.858527 0.926567 0.000500
0.886122 0.818842 0.904899 0.000500
0.797948 0.725513 0.851771 0.000500
0.872411 0.740803 0.860699 0.000500
0.854565 0.812674 0.901484 0.000500
0.762271 0.995357 0.997676 0.000500
0.810116 0.617976 0.786115 0.000500
0.742122 0.618458 0.786421 0.000500
0.750036 0.708520 0.841736 0.000500
0.730073 0.712936 0.844355 0.000500
0.688328 0.662810 0.814132 0.000375
0.647799 0.767388 0.876007 0.000375
0.611031 0.578731 0.760743 0.000375
0.608603 0.575715 0.758759 0.000375
0.615228 0.696595 0.834623 0.000375
0.551757 0.612596 0.782685 0.000375
0.587813 0.726979 0.852631 0.000375
0.561000 0.818724 0.904834 0.000281
0.502869 0.684898 0.827586 0.000281
0.499540 0.583893 0.764129 0.000281
0.459724 0.552739 0.743464 0.000281
0.462317 0.604532 0.777517 0.000281
0.443299 0.577732 0.760087 0.000281
0.461782 0.670482 0.818830 0.000281
0.416846 0.562953 0.750302 0.000211
0.392714 0.642498 0.801560 0.000211
0.372130 0.622388 0.788916 0.000211
0.347213 0.588455 0.767108 0.000211
0.358661 0.570361 0.755222 0.000158
0.324805 0.599819 0.774480 0.000158

fold_2:
   train      val  monitor       lr
2.991151 1.775255 1.332387 0.000500
1.274383 1.706720 1.306415 0.000500
1.202603 1.514531 1.230663 0.000500
1.171961 1.477883 1.215682 0.000500
1.093158 1.455645 1.206501 0.000500
1.126976 1.392445 1.180019 0.000500
1.025842 1.410281 1.187552 0.000500
1.065073 1.397475 1.182148 0.000500
0.991499 1.364576 1.168150 0.000500
1.001647 1.435850 1.198270 0.000500
0.951167 1.417313 1.190510 0.000500
0.928664 1.267805 1.125968 0.000500
0.911834 1.225333 1.106948 0.000500
0.913312 1.269943 1.126917 0.000500
0.864201 1.226374 1.107418 0.000500
0.885451 1.070619 1.034707 0.000500
0.857991 1.016297 1.008115 0.000500
0.863115 1.045072 1.022288 0.000500
0.838276 1.168931 1.081171 0.000500
0.867379 1.171547 1.082380 0.000500
0.791444 1.052703 1.026013 0.000375
0.751155 0.960725 0.980166 0.000375
0.729009 0.960406 0.980003 0.000375
0.699946 0.916933 0.957566 0.000375
0.757679 0.934999 0.966953 0.000375
0.687587 0.896725 0.946956 0.000375
0.661039 0.868728 0.932056 0.000375
0.659169 0.892398 0.944668 0.000375
0.632033 0.934549 0.966721 0.000375
0.670121 0.816488 0.903597 0.000375
0.608753 0.861458 0.928148 0.000375
0.586613 0.850728 0.922349 0.000375
0.594871 0.964668 0.982175 0.000375
0.571128 0.844055 0.918725 0.000281
0.532941 0.855982 0.925193 0.000281
0.520186 0.876798 0.936375 0.000281
0.499436 0.909147 0.953492 0.000281
0.500208 0.872519 0.934087 0.000211
0.502445 0.816857 0.903801 0.000211
0.425374 0.877730 0.936873 0.000211

fold_3:
   train      val  monitor       lr
2.749335 1.851375 1.360652 0.000500
1.031758 1.695591 1.302149 0.000500
0.988188 1.630928 1.277078 0.000500
0.901947 1.620713 1.273072 0.000500
0.932819 1.553419 1.246362 0.000500
0.870161 1.563087 1.250235 0.000500
0.937790 1.493205 1.221968 0.000500
0.852939 1.546669 1.243652 0.000500
0.833297 1.392817 1.180177 0.000500
0.839942 1.595778 1.263241 0.000500
0.928114 1.398061 1.182396 0.000500
0.774471 1.372639 1.171597 0.000500
0.762717 1.251699 1.118793 0.000500
0.748042 1.290303 1.135915 0.000500
0.725493 1.154888 1.074657 0.000500
0.710045 1.217308 1.103317 0.000500
0.719479 1.142320 1.068794 0.000500
0.657925 1.160699 1.077357 0.000500
0.636333 0.997836 0.998917 0.000500
0.631384 1.003484 1.001740 0.000500
0.591013 1.079880 1.039173 0.000500
0.644724 1.205961 1.098163 0.000500
0.616890 1.136234 1.065943 0.000375
0.618612 0.945811 0.972528 0.000375
0.542613 0.936739 0.967853 0.000375
0.529887 0.914851 0.956478 0.000375
0.531417 0.957644 0.978593 0.000375
0.495604 1.102460 1.049981 0.000375
0.529306 0.899450 0.948393 0.000375
0.471112 0.994405 0.997199 0.000375
0.511392 1.100519 1.049056 0.000375
0.458052 0.858055 0.926313 0.000375
0.439145 0.924025 0.961262 0.000375
0.496257 0.867183 0.931227 0.000375
0.452773 0.905788 0.951729 0.000375
0.431659 0.899988 0.948677 0.000281
0.370331 0.834107 0.913295 0.000281
0.362727 0.882823 0.939587 0.000281
0.355854 1.005350 1.002671 0.000281
0.341781 0.861267 0.928045 0.000281
0.331952 0.790485 0.889092 0.000281
0.320571 0.849617 0.921747 0.000281
0.319687 0.946534 0.972900 0.000281
0.332736 0.909161 0.953499 0.000281
0.332814 0.873072 0.934383 0.000211
0.277495 0.953131 0.976284 0.000211
0.284401 0.888439 0.942570 0.000211
0.265607 0.934104 0.966491 0.000211
0.259215 0.851608 0.922826 0.000158
0.238133 0.809047 0.899470 0.000158
0.229434 0.885660 0.941095 0.000158

fold_4:
   train      val  monitor       lr
2.609394 1.759911 1.326616 0.000500
1.116175 1.677690 1.295257 0.000500
1.066435 1.544669 1.242847 0.000500
1.049993 1.476010 1.214911 0.000500
1.010070 1.428667 1.195269 0.000500
0.972929 1.323794 1.150562 0.000500
0.999109 1.489259 1.220352 0.000500
0.954421 1.289459 1.135544 0.000500
0.891104 1.186926 1.089461 0.000500
0.926177 1.235609 1.111579 0.000500
0.883726 1.179773 1.086174 0.000500
0.887874 1.103532 1.050491 0.000500
0.822347 1.138368 1.066943 0.000500
0.846003 1.068697 1.033778 0.000500
0.782749 1.052996 1.026156 0.000500
0.767521 1.031111 1.015436 0.000500
0.726340 1.041144 1.020365 0.000500
0.721287 0.929828 0.964276 0.000500
0.760906 1.084637 1.041459 0.000500
0.738739 0.995739 0.997867 0.000500
0.705442 0.896400 0.946784 0.000500
0.671994 1.039919 1.019764 0.000500
0.642365 0.922462 0.960449 0.000500
0.619069 1.040619 1.020107 0.000500
0.620620 1.210524 1.100238 0.000375
0.605403 0.965455 0.982576 0.000375
0.549288 0.874465 0.935129 0.000375
0.536812 1.001886 1.000942 0.000375
0.547411 0.887369 0.942003 0.000375
0.538129 0.881384 0.938821 0.000375
0.506108 0.993362 0.996675 0.000281
0.487100 0.894725 0.945899 0.000281
0.441464 0.814597 0.902550 0.000281
0.424680 0.911731 0.954846 0.000281
0.414486 0.976883 0.988374 0.000281
0.422273 0.841233 0.917188 0.000281
0.394956 0.883693 0.940049 0.000211
0.387477 0.941807 0.970467 0.000211
0.377858 0.869271 0.932347 0.000211
0.339715 0.908291 0.953043 0.000211
0.315851 0.910318 0.954106 0.000158
0.307114 0.838780 0.915849 0.000158
0.291614 0.845824 0.919687 0.000158

