fold_0:
   train      val  monitor       lr
1.606897 1.449845 1.204095 0.000500
1.562137 1.284062 1.133165 0.000500
1.771169 1.605339 1.267020 0.000500
1.380407 1.427129 1.194625 0.000500
1.423385 1.447750 1.203225 0.000500
1.301224 1.155571 1.074975 0.000500
1.273516 1.173745 1.083395 0.000500
1.156323 1.161510 1.077734 0.000500
1.175737 1.239473 1.113316 0.000500
1.126546 1.027539 1.013676 0.000500
1.083727 1.029188 1.014489 0.000500
1.037289 1.083985 1.041146 0.000500
0.986639 1.042443 1.021001 0.000500
1.002588 1.164034 1.078904 0.000375
0.867836 0.837927 0.915384 0.000375
0.910045 1.019926 1.009914 0.000375
0.865166 0.728363 0.853442 0.000375
0.778298 0.794191 0.891174 0.000375
0.784168 0.728532 0.853541 0.000375
0.735728 0.575893 0.758876 0.000375
0.728245 0.653545 0.808421 0.000375
0.766378 0.717335 0.846956 0.000375
0.687807 0.689378 0.830288 0.000375
0.658584 0.659000 0.811788 0.000281
0.595475 0.614369 0.783817 0.000281
0.600931 0.529210 0.727468 0.000281
0.591930 0.611248 0.781824 0.000281
0.565272 0.516788 0.718879 0.000281
0.533686 0.796464 0.892448 0.000281
0.592085 0.752005 0.867182 0.000281
0.488308 0.529182 0.727449 0.000281
0.442072 0.619490 0.787077 0.000211
0.465897 0.512485 0.715880 0.000211
0.424858 0.567085 0.753050 0.000211
0.426320 0.485874 0.697047 0.000211
0.498089 0.551071 0.742342 0.000211
0.426791 0.551737 0.742790 0.000211
0.423895 0.588626 0.767220 0.000211
0.387545 0.538004 0.733488 0.000158
0.379836 0.494253 0.703031 0.000158
0.343255 0.470508 0.685936 0.000158
0.334113 0.552115 0.743044 0.000158
0.341945 0.570477 0.755299 0.000158
0.341160 0.509089 0.713504 0.000158
0.322559 0.459273 0.677697 0.000158
0.322812 0.549374 0.741198 0.000158
0.293373 0.462998 0.680440 0.000158
0.282820 0.516822 0.718903 0.000158
0.289571 0.493856 0.702749 0.000119
0.261815 0.479546 0.692492 0.000119
0.267523 0.507107 0.712115 0.000119
0.264471 0.506070 0.711386 0.000119
0.272722 0.479302 0.692317 0.000089
0.267354 0.513214 0.716389 0.000089

fold_2:
   train      val  monitor       lr
4.216580 1.735251 1.317289 0.000500
1.670390 1.856965 1.362705 0.000500
1.492214 1.576596 1.255626 0.000500
1.336546 1.357436 1.165091 0.000500
1.389949 1.335275 1.155541 0.000500
1.230996 1.261344 1.123096 0.000500
1.085950 1.381502 1.175373 0.000500
1.103481 1.175719 1.084306 0.000500
1.035128 1.153520 1.074021 0.000500
0.960739 1.166917 1.080239 0.000500
0.918782 1.299790 1.140083 0.000500
0.951111 1.482178 1.217447 0.000500
1.025666 1.214629 1.102102 0.000375
0.828679 0.925251 0.961900 0.000375
0.825053 1.074883 1.036766 0.000375
0.804189 0.892153 0.944539 0.000375
0.767163 0.938191 0.968602 0.000375
0.718171 0.918831 0.958557 0.000375
0.696803 0.925773 0.962171 0.000375
0.704762 0.991973 0.995978 0.000281
0.690609 0.863784 0.929400 0.000281
0.626827 0.877766 0.936892 0.000281
0.606480 0.811818 0.901009 0.000281
0.555567 0.735091 0.857375 0.000281
0.539788 0.828067 0.909982 0.000281
0.522223 0.823493 0.907465 0.000281
0.530769 0.787884 0.887628 0.000281
0.529385 0.747167 0.864388 0.000211
0.484603 0.725003 0.851471 0.000211
0.426005 0.696289 0.834439 0.000211
0.447313 0.777886 0.881979 0.000211
0.415687 0.695054 0.833699 0.000211
0.414635 0.708807 0.841907 0.000211
0.393888 0.733456 0.856420 0.000211
0.387643 0.810321 0.900178 0.000211
0.368013 0.721704 0.849532 0.000158
0.335093 0.711433 0.843465 0.000158
0.320130 0.655121 0.809396 0.000158
0.313974 0.662977 0.814234 0.000158
0.326685 0.738228 0.859202 0.000158
0.315997 0.692007 0.831869 0.000158
0.285098 0.714676 0.845385 0.000119
0.286131 0.685180 0.827756 0.000119
0.268300 0.672754 0.820216 0.000119
0.290890 0.737521 0.858791 0.000119
0.266890 0.705009 0.839648 0.000089
0.260702 0.719239 0.848079 0.000089

fold_3:
   train      val  monitor       lr
5.071427 1.997492 1.413327 0.000500
1.527741 1.919700 1.385532 0.000500
1.408258 2.090917 1.446000 0.000500
1.419730 1.621515 1.273387 0.000500
1.297331 1.584356 1.258712 0.000500
1.169088 1.520545 1.233104 0.000500
1.121281 1.414843 1.189472 0.000500
1.047425 1.405025 1.185337 0.000500
0.992186 1.354594 1.163870 0.000500
1.028153 1.670229 1.292373 0.000500
0.955590 1.351986 1.162749 0.000500
0.906602 1.214153 1.101886 0.000500
0.926217 1.174029 1.083526 0.000500
0.839908 1.277908 1.130446 0.000500
0.840911 1.368396 1.169784 0.000500
0.868814 1.379012 1.174314 0.000500
0.755645 0.962546 0.981094 0.000500
0.675741 1.004139 1.002067 0.000500
0.715702 0.905771 0.951720 0.000500
0.670883 0.874200 0.934986 0.000500
0.615011 0.896084 0.946617 0.000500
0.589778 0.864646 0.929863 0.000500
0.648192 0.898191 0.947730 0.000500
0.572271 1.150548 1.072636 0.000500
0.573422 1.241576 1.114260 0.000500
0.604948 0.803185 0.896206 0.000500
0.486767 0.919095 0.958695 0.000500
0.519124 0.865315 0.930223 0.000500
0.576148 0.799996 0.894425 0.000500
0.473990 0.868841 0.932117 0.000500
0.490423 0.856292 0.925361 0.000500
0.408106 0.966839 0.983280 0.000500
0.398590 0.841780 0.917486 0.000375
0.364976 0.867964 0.931646 0.000375
0.335126 0.797407 0.892977 0.000375
0.384948 0.999757 0.999878 0.000375
0.327965 0.833732 0.913089 0.000375
0.315400 0.845067 0.919275 0.000375
0.340787 0.896746 0.946967 0.000281
0.286575 0.784421 0.885675 0.000281
0.252456 0.770147 0.877580 0.000281
0.267122 0.740950 0.860785 0.000281
0.240432 0.814104 0.902277 0.000281
0.258926 0.860787 0.927786 0.000281
0.243145 0.913040 0.955531 0.000281
0.241727 0.964284 0.981980 0.000211
0.226103 0.849766 0.921828 0.000211
0.220852 0.796287 0.892349 0.000211
0.199919 0.783029 0.884889 0.000211
0.196325 0.846935 0.920291 0.000158
0.189533 0.819975 0.905525 0.000158

fold_4:
   train      val  monitor       lr
3.291567 1.964110 1.401467 0.000500
1.783609 1.588215 1.260244 0.000500
1.668879 1.544311 1.242703 0.000500
1.326066 1.447565 1.203148 0.000500
1.317294 1.243191 1.114985 0.000500
1.170047 1.098172 1.047937 0.000500
1.161636 1.069956 1.034387 0.000500
1.053813 1.069684 1.034255 0.000500
0.977495 1.262668 1.123685 0.000500
1.179199 1.283048 1.132717 0.000500
1.038656 0.983174 0.991551 0.000500
0.833578 0.903036 0.950282 0.000500
0.832012 0.928990 0.963841 0.000500
0.749311 0.847187 0.920427 0.000500
0.731759 0.809960 0.899978 0.000500
0.703763 0.905515 0.951585 0.000500
0.716861 1.191765 1.091680 0.000500
0.813656 1.232279 1.110081 0.000500
0.692221 0.857194 0.925848 0.000375
0.596574 1.148580 1.071718 0.000375
0.647556 0.813295 0.901828 0.000375
0.521095 0.895285 0.946195 0.000375
0.532266 0.801398 0.895208 0.000375
0.482607 0.931722 0.965257 0.000375
0.475039 0.834854 0.913704 0.000375
0.477771 0.783464 0.885135 0.000375
0.441942 0.925675 0.962120 0.000375
0.461572 0.785806 0.886457 0.000375
0.451297 1.073590 1.036142 0.000375
0.450311 0.752430 0.867427 0.000375
0.434722 0.820136 0.905613 0.000375
0.386767 0.811681 0.900934 0.000375
0.353723 0.865676 0.930417 0.000375
0.379009 0.844990 0.919233 0.000281
0.343147 0.811346 0.900747 0.000281
0.301278 0.802570 0.895863 0.000281
0.305166 0.798091 0.893359 0.000281
0.324602 1.065153 1.032063 0.000211
0.333758 0.864604 0.929841 0.000211
0.259368 0.835572 0.914096 0.000211

