smiles	MW	LogP	TPSA
COc1ccc(C=NNC(=O)c2cc(C)oc2C)cc1OC	302.127	2.678	73.060
Cc1ccnc(NC(=O)CSc2nc3ccccc3[nH]2)c1	298.089	2.997	70.670
COc1ccc(O)c(/C=N/NC(=O)c2cc(C)ccc2C)c1	298.132	2.782	70.920
CCOc1ccc(CC(=O)Nc2cccc(C(N)=O)c2)cc1	298.132	2.365	81.420
CC(C)OC(=O)c1cn(OCc2ccc(C(C)C)cc2)nn1	303.158	2.596	66.240
COc1cccc(/N=C2\Oc3ccccc3C2=O)c1OC(C)=O	311.079	2.926	74.190
C#Cc1ccccc1NC(=O)Nc1ccc(NC(C)=O)cc1	293.116	3.270	70.230
O=C(N/N=C/c1ccc2c(c1)OCO2)c1cc(Cl)ccc1O	318.041	2.538	80.150
O=[N+]([O-])c1ccccc1-c1n[nH]cc1COc1ccccc1F	313.086	3.703	81.050
Cc1cc(C)c(NC(=O)CSc2nccc(N)c2C)cn1	302.120	2.715	80.900
C[C@@H]1CCCOc2cc(C(=O)NC3CCCCC3)c(=O)[nH]c21	304.179	2.714	71.190
Cc1cc(C)nc(NC(=O)COc2ccc3ccccc3c2)n1	307.132	3.264	64.110
Cc1nnc([O-])c2cc(-c3ccccc3-c3ccccc3)nnc12	313.109	3.136	74.620
CCc1cc(=O)oc2cc(OCC(=O)C3CCCC3)c(O)cc12	316.131	3.199	76.740
Cc1n[nH]c(=O)nc1Nc1ccccc1C(F)(F)F	270.073	2.236	70.670
Cc1ccc2cc(C)c(SCC(=O)Nc3cnon3)nc2c1	314.084	2.965	80.910
Cc1cc(C)n(-c2cccc(OC(=O)c3ccncc3)c2)n1	293.116	3.103	57.010
CC(C)(C)c1ccc(NC(=O)c2cccs2)c(C(N)=O)c1	302.109	3.397	72.190
COc1ccc(C=NNC(=O)c2c(C)[nH]c3ccccc23)cc1	307.132	3.249	66.480
N#Cc1ccc(/C=N/NC(=O)c2cccc3cccnc23)cc1	300.101	2.870	78.140
CCOC(=O)c1cccc(C(=O)Nc2ccc(Cl)cn2)c1	304.061	3.164	68.290
C[C@@H](O)Cc1nsc(NC(=O)CC(C)(C)C)c1C(C)(C)C	312.187	3.739	62.220
C=C(C)Cn1c(NC(CC)=C(C#N)C#N)nc2ccccc21	291.148	3.736	77.430
CC(C)[C@H](NC(=O)Cc1ccccc1)c1cccc([N+](=O)[O-])c1	312.147	3.651	72.240
NC1=NC(=O)C[C@H](C(=O)c2ccc(-c3ccccc3)cc2)S1	310.078	2.883	72.520
C[C@@H](O)Cc1nsc(NC(=O)c2cccc3ccccc23)n1	313.088	2.867	75.110
O=c1c2cc(Cl)ccc2ncn1-c1ccc([N+](=O)[O-])cc1	301.025	2.947	78.030
CCOC(=O)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1	304.061	3.164	68.290
CC(=O)Nc1ccccc1NNC(=O)c1ccccc1Cl	303.077	3.055	70.230
CCOc1cccc(C(=O)c2cc(C(N)=O)c(C)cc2C)c1	297.136	3.032	69.390
CCC(=O)c1cnccc1C(=O)Nc1ccccc1C(C)=O	296.116	3.129	76.130
CSc1cccc(NC(=O)c2ccc([N+](=O)[O-])cc2)c1F	306.047	3.708	72.240
CCc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cc1	314.109	3.150	72.190
N#Cc1ccccc1NC(=O)/C=C/c1ccc2c(c1)OCO2	292.085	2.939	71.350
COC(=O)c1sccc1NC(=O)c1ccc(O)c(C)c1	291.057	2.801	75.630
CCC(CC)NC(=O)c1sc2nc(C)cc(C)c2c1N	291.141	3.414	68.010
COC(=O)c1ccccc1/N=C/c1cc(OC)ccc1O	285.100	2.938	68.120
CC(=O)c1cc(N)nc(C(=O)OCc2ccc(Cl)cc2)c1	304.061	2.877	82.280
Oc1cc(Cl)ccc1NCn1nnc(-c2ccccc2)n1	301.073	2.769	75.860
C[C@@]12C[C@H](CC(=O)N1c1cccc(Cl)c1)C(C#N)=C(N)O2	303.077	2.523	79.350
CCOc1ccc(NC(=O)Cc2nc(C)cc(C)c2C#N)cc1	309.148	3.150	75.010
COc1ccc([N+](=O)[O-])c([C@H]2CCc3ccccc3C2=O)c1	297.100	3.516	69.440
Cc1nc(C(=O)N(Cc2ccccc2)c2ccccc2)no1	293.116	3.225	59.230
Cc1c(Cl)cccc1NC(=O)COC(=O)c1ccoc1	293.045	3.037	68.540
C[C@@H](Cc1ccccc1)NC(=O)c1cc([N+](=O)[O-])ccc1F	302.107	3.095	72.240
Cc1ccc(C(=O)CS(=O)(=O)[N-]C2CCCCCC2)o1	298.112	3.197	78.450
COc1ccc(/C=N/NC(=O)c2ccc(C)cc2)cc1C#N	293.116	2.639	74.480
O=C(Nc1ccccc1)[C@@H](O)C(=O)c1ccc(Cl)cc1	289.051	2.522	66.400
CC1(C)CC(/N=C/Nc2ccc(OC(=O)c3ccco3)cc2)=NO1	327.122	3.451	85.420
CC1(C)CC/C(=C(/C#N)C(=O)NCc2ccccc2)C(=O)C1	296.152	2.902	69.960
COc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(F)ccc32)cc1	296.096	3.052	68.270
N#CC(C#N)=C(N)c1cn(Cc2ccccc2F)c2c1CCC2	306.128	2.881	78.530
COc1ccc(CNc2[nH+]ccc(-c3ccc(C)o3)c2O)o1	301.118	2.988	81.910
COc1ccc(CNc2nc(-c3cccnc3)no2)cc1C	296.127	3.061	73.070
COc1ccc(C(=O)N(C)CCc2ccc([N+](=O)[O-])cc2)cc1	314.127	2.918	72.680
O=C(Cc1cccs1)N/N=C/c1ccc([N+](=O)[O-])s1	295.009	2.411	84.600
O=Cc1c(Cl)nc(C(=O)NC2CCCCC2)c(Cl)c1O	316.038	2.969	79.290
CC(=O)Oc1ccc(-c2nc3c(C)c(C)ccc3c(=O)o2)cc1	309.100	3.397	69.400
CC(C)(C)c1cc(-c2ccccc2)nc(SCC(N)=O)n1	301.125	3.019	68.870
O=S1(=O)COC(c2ccc(Oc3ccccc3)cc2)=N1	289.041	2.543	64.960
Nc1ccc(C(=O)N/N=C/c2ccc(Cl)c(Cl)c2)cc1	307.028	3.340	67.480
N#CC1=C(N)Sc2cc(O)c(Cl)cc2[C@H]1c1ccccc1	314.028	3.977	70.040
CC(=O)Nc1ccc(NC(=O)c2cnc(Cl)s2)cc1	295.018	3.007	71.090
Cc1ccc(C(=O)CSc2nc(C)c(C)c([O-])c2C#N)cc1	311.086	2.927	76.810
Cc1nn(C)c2nc(CSc3nc4ccccc4o3)[nH]c12	299.084	3.038	72.530
O=C(NC(=S)NC1CCCCCC1)Nc1ccc(O)cc1	307.135	3.111	73.390
Cc1nc(-c2cccc(O)c2)sc1N1C(=O)CCCC1=O	302.073	2.868	70.500
Cc1cc(O[C@H](C)C(=O)Nc2ccc(O)cc2)cc(C)n1	286.132	2.810	71.450
CCC(C)(C)C(=O)NC(=O)NN=C(C)c1ccccc1OC	305.174	2.681	79.790
CC(=O)c1ccc(C(=O)N/N=C/c2ccccc2O)c(C)c1	296.116	2.667	78.760
Cc1cc([C@H](C)CCc2ccc(N)c(C(=O)N(C)C)c2)no1	301.179	3.003	72.360
COc1ccc(C[C@H](C#N)c2ccc(C(N)=O)cc2)cc1C	294.137	2.952	76.110
CCCc1nnc(-c2ccc(OCC(=O)OC(C)C)cc2)o1	304.142	3.020	74.450
O=C(Nc1ccc(OCC(F)(F)F)cc1)Nc1ncccn1	312.083	3.062	76.140
COC(=O)c1sc2nc(Cc3ccccc3)c(C)nc2c1N	313.088	2.959	78.100
O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1ccccc1Cl	290.046	3.429	72.240
O=C(NCc1ccc(Cl)cc1)c1cc(F)ccc1[N+](=O)[O-]	308.036	3.317	72.240
Nc1ccnc(-c2n[nH]cc2-c2cccc(Br)c2)n1	315.012	2.878	80.480
CCOC(=O)C1=C(C)OC(N)=C(C#N)[C@@H]1c1ccc(C)cc1C	312.147	2.948	85.340
O=C1OC(c2ccc([N+](=O)[O-])cc2)=N/C1=C\c1cccs1	300.020	3.001	81.800
COc1ccc2[nH]cc(/C=N/NC(=O)c3cccnc3)c2c1C	308.127	2.644	79.370
Cc1ccc(/C=C/C(=O)CSc2nnc(N)s2)cc1C	305.066	3.112	68.870
CC1=NC(C)=C(C(=O)Nc2ccc(C#N)cc2)SC1(C)C	299.109	3.715	65.250
CC1(C)CC(=O)c2sc(NC(=O)c3cccnc3)nc2C1	301.088	2.946	71.950
COc1cc(C)c([N+](=O)[O-])cc1-n1cc(C=O)c2c1CCC2	300.111	3.004	74.370
CC(=O)Nc1cccc(NC(=O)/C=C/c2ccc(O)cc2)c1	296.116	3.003	78.430
CCc1ccc(NC(=O)Cn2cc(C#N)c(C(C)=O)c2C)cc1	309.148	3.072	74.890
O=C1O[C@@H](CC(=O)c2c[nH]c3cccnc23)c2ccccc21	292.085	3.047	72.050
Cc1cc(O)ccc1NC(=O)Cn1nc2ccccc2c1C	295.132	2.997	67.150
O=C(Oc1cccc(NC(=O)C2CCC2)c1)c1ccncc1	296.116	3.039	68.290
O=[N+]([O-])c1cccc(O[C@H](CO)COc2ccc(F)cc2)c1	307.086	2.553	81.830
O=C(Nc1ccc(Cl)cc1)Nc1ccc2o[nH]c(=O)c2c1	303.041	3.419	87.130
O=C(Nc1ccc(F)cc1)c1cc(=O)c2ccccc2o1	283.064	3.184	59.310
COc1ccc(-c2n[nH]c(C)c2C(=O)Nc2ccccc2)cc1	307.132	3.646	67.010
CCCn1nnnc1NC(=O)c1cccc(Cl)c1Cl	299.034	2.642	72.700
N#Cc1cc2c(=O)n3ccccc3nc2nc1-c1ccccc1	298.085	2.781	71.050
Cc1onc(-c2ccccc2)c1C(=O)NCCc1ccncc1	307.132	3.018	68.020
Cc1ccc(C)c(NS(=O)(=O)c2c(C)cccc2C#N)c1	300.093	3.284	69.960
O=C(Nc1ccc(Cl)cc1)c1ccc(-n2cnnn2)cc1	299.057	2.568	72.700
O=Cc1ccc(Sc2ccc3c(c2)OCCO3)cc1[N+](=O)[O-]	317.036	3.330	78.670
CCc1c(C)sc(NC(=O)Cc2ccc(C)cc2)c1N	288.130	3.691	55.120
CC(=O)c1ccc(NC(=O)c2cn(C(C)=O)c3ccccc23)cc1	320.116	3.756	68.170
N#C/C(=C/c1cccc(OCc2ccccc2)c1)C(N)=O	278.106	2.658	76.110
CCOC(=O)c1sn(/N=C(\CC)[C@H]2CC=CCC2)c1N	295.135	3.279	69.610
COc1cc([C@@H]2C(C#N)=C(C)Nc3cc(O)ccc32)ccn1	293.116	3.151	78.170
COc1cccc2cc(C(=O)NC3CCCCC3)c(=O)oc12	301.131	2.864	68.540
CCc1c(C(=O)OCc2ccoc2)[nH]c(=O)c2ccccc12	297.100	3.041	72.300
O=C(NCc1cccc(Cl)c1)NC(=O)NC1CCCCC1	309.124	3.182	70.230
O=C(NC1CCCC1)c1cccn1Nc1ccc(O)cc1	285.148	2.741	66.290
CC[C@H](C)NC(=O)/C(C#N)=C1\C(=O)N[C@@H](c2ccccc2)[C@H]1C	311.163	2.228	81.990
CCOc1ccc(NC(=O)c2c(N)sc3c2CCC3)cc1	302.109	3.470	64.350
CC[C@H](C)c1ccc(C(=O)N/N=C/c2ccc(O)cc2)cn1	297.148	3.065	74.580
CC1=C(C(=O)OC(C)(C)C)[C@H](c2ccc(C)cc2)NC(=O)N1	302.163	2.965	67.430
Cc1cccc(Cn2c(-c3ccccc3)noc2=O)c1[N+](C)=O	310.119	2.900	68.110
CC[C@H](C)NC(=O)COc1ccc2oc(C)c(C(C)=O)c2c1	303.147	3.237	68.540
CC(=O)C1=C(C)Nc2nn(C(C)=O)n2[C@H]1c1cccc(C)c1	298.143	2.531	68.920
Cc1ccc(-n2nc(C)c3c(=O)oc(C)c(C#N)c32)cc1F	297.091	2.915	71.820
CC(C)c1ccccc1NC(=O)[C@@H]1CC(=O)Nc2cccnc21	309.148	3.270	71.090
CCN(CC)c1nc(-c2cccc(N)c2)nc(-n2cccc2)n1	308.175	2.758	72.860
Cc1ccc(Nc2nc(N)nc(Cc3ccc(F)cc3)n2)cc1	309.139	3.236	76.720
O=C(Nc1nc2ccc(Cl)cc2s1)c1cncc(O)c1	305.003	3.303	75.110
CCOC(=O)NC(=O)c1ccc2c(c1)NC(C)(C)C[C@@H]2C	290.163	3.271	67.430
Cc1c(-n2cccc2)ccn1C(=O)c1ccc([N+](=O)[O-])cc1	295.096	3.184	70.070
O=[N+]([O-])CSc1nnc(Cc2cccc(Cl)c2)s1	300.975	3.109	68.920
N#Cc1cccc(/C=N/NC(=O)c2cccc3ccccc23)n1	300.101	2.870	78.140
Cc1c(C)n(C)c2sc(C(=O)Nc3nccs3)c(N)c12	306.061	3.148	72.940
COC(=O)Nc1ccc2sc(-c3ccccc3)nn2c1=O	301.052	2.601	72.700
Cc1cc(S(=O)(=O)Nc2ccc(C(C)C)cc2)n(C)n1	293.120	2.653	63.990
O=C([O-])c1sc(-c2ccccc2)cc1Nc1ccc(O)cc1	310.054	3.228	72.390
CCOC(=O)Cc1nc(-c2cccnc2)nc2ccc(O)cc12	309.111	2.503	85.200
CC1=CC(=O)C=C(OC(=O)c2cnc3ccccc3c2O)C1	295.084	2.900	76.490
COc1ccccc1NC(=O)CCc1nc(C)cc(C)c1C#N	309.148	3.150	75.010
CC(=O)c1ccc(OCC(=O)NN=C2CCCCCC2)cc1	302.163	3.094	67.760
O=S(=O)(NC1CCCCC1)c1ccc(-c2ccco2)o1	295.088	3.151	72.450
CCOC(=O)c1cnc2ccc(NC(=O)C(C)C)cc2c1	286.132	3.006	68.290
Cc1cc(OCC(=O)Nc2nonc2C)cc(C)c1Cl	295.072	2.666	77.250
COc1ccc(NC(=O)COC(=O)c2cccc(C)c2)cc1	299.116	2.799	64.630
COc1cccc(NC(=O)[C@H]2CCC[C@H](C(N)=O)C2(C)C)c1	304.179	2.562	81.420
Cc1cc2sc(NC(=O)COC(C)(C)C)nc2c(=O)o1	296.083	2.312	81.430
Cc1ccc(C(=O)C[C@]2(O)C(=O)Nc3ccc(C)cc32)cc1	295.121	2.716	66.400
Cc1nnc(NC(=O)COc2cccc(C(C)(C)C)c2)s1	305.120	3.162	64.110
CC[C@H](Sc1nnc(Cc2ccccc2)o1)C(=O)CC#N	301.088	3.014	79.780
Nc1ccc(NC(=O)COc2cc(Cl)ccc2Cl)nc1	311.023	2.988	77.240
CCOc1ccc(NC(=O)/C(C#N)=C/c2ccccn2)cc1	293.116	3.026	75.010
CCOc1cc(C(=O)Nc2ccccc2C#N)ccc1OC	296.116	3.218	71.350
O=C(NNc1cc(F)ccc1[N+](=O)[O-])c1ccc(F)cc1F	311.052	2.769	84.270
Cc1ccc(Cn2c(C#N)c3ccccc3c2C=O)c(O)c1O	306.100	3.093	86.250
COc1cccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c1	295.084	3.054	68.540
COc1cccc(/C=C/C(=O)Nc2ccc(C)cc2O)c1O	299.116	3.067	78.790
Cc1ccnc(Sc2nc(N)c3sc(C)nc3c2C)n1	303.061	3.140	77.580
COC(=O)c1ccc(NC(=O)c2ccc(C)c(C)c2)cc1O	299.116	3.048	75.630
COc1cc([C@@H]2CC(c3cc(Cl)ccc3O)=NN2)no1	293.057	2.481	79.880
COc1cc(N)cc2oc(=O)c3c(c12)CCc1ccccc1O3	309.100	3.275	74.690
COc1cccc(-c2nnc(SCc3ccc(C)o3)o2)n1	303.068	3.334	74.180
Cc1ccc(Oc2nnnn2-c2ccc(Cl)cc2)cc1O	302.057	3.122	73.060
CCOc1ccc([C@H](CC(C)C)C(=O)Nc2ncc[nH]2)cc1	301.179	3.577	67.010
Cc1c(Cl)c([N+](=O)[O-])nn1Cc1ccc2c(c1)OCCO2	309.052	2.573	79.420
Cc1cccc(N2NC(=O)/C(=C\c3ccc(C)o3)C2=O)c1	282.100	2.358	62.550
C[C@@H](OC(=O)c1ccc([N+](=O)[O-])cc1)C(Cl)(Cl)Cl	310.952	3.510	69.440
CCOC(=O)c1cccc(NC(=O)c2c(C)noc2C)c1C	302.127	3.029	81.430
CCCc1c2c(nc(C)c1-n1nnnc1-c1ccco1)CCC2	309.159	3.067	69.630
Cc1nn(Cc2ccc(Cl)cc2)c(C)c1/C=C(\C#N)C(N)=O	314.093	2.594	84.700
Cn1c(COc2ccccc2[N+](=O)[O-])nc2ccccc21	283.096	3.061	70.190
Cc1ccc(OCCn2cnc3cc([N+](=O)[O-])ccc32)cc1	297.111	3.332	70.190
COc1ccc(C(=O)Nc2ccc(F)c(C(N)=O)c2)cc1C	302.107	2.494	81.420
Cc1ccc(C(=O)NNC(=O)Nc2cc(C)ccc2C)cc1	297.148	3.078	70.230
Cc1ccc(C)c(NS(=O)(=O)c2ccc(N)cc2C)c1	290.109	2.995	72.190
Cn1cccc1/C=C1\N=C(c2cccc([N+](=O)[O-])c2)OC1=S	313.052	3.079	69.660
CCOc1ccccc1NC(=O)CSc1cc(N)ccn1	303.104	2.793	77.240
COc1ccc(C[C@H](C#N)C(=O)Nc2ccc(OC)cc2)cc1	310.132	3.025	71.350
COc1cc(OC)cc(C2C(C#N)=C(C)NC(C)=C2C#N)c1	295.132	2.986	78.070
COC(=O)c1ccc(C(C)=O)cc1NC(=O)C1CCCCC1	303.147	3.195	72.470
CCOc1ccccc1-n1ncc(-c2cccc(N)c2)n1	280.132	2.915	65.960
COC(=O)[C@H](C)Oc1ccc2c(C)cc(=O)oc2c1C(C)C	304.131	3.165	65.740
Cc1cc(=O)cc(O)c(CC(=O)c2ccc(Cl)c(C)c2)n1	303.066	2.843	67.260
CC(=O)Nc1ccc(N2C(=O)c3ccccc3C2=O)c(C)c1	294.100	2.754	66.480
Cc1cccc(CSc2nc3noc(C)c3c(=O)o2)c1C	302.073	3.394	69.130
CCOC(=O)c1cc(C(=O)c2ccco2)n2ccccc12	283.084	2.940	60.920
Cc1cccc(OC(=O)Cn2c(C)c(C#N)c3ccccc32)c1O	320.116	3.441	75.250
CC(=O)NC(=O)Nc1ccc(C(=O)C2CCC(C)CC2)cc1	302.163	3.364	75.270
CCOC(=O)C1=C(C)N(C)C(=O)N[C@H]1c1cccc(C)c1O	304.142	2.234	78.870
C[C@H](Oc1nc(-c2ccccc2)no1)C(=O)c1ccccc1	294.100	3.387	65.220
COc1cc(S(=O)(=O)Nc2ccccc2C(C)C)ccn1	306.104	3.014	68.290
CC1(C)C(=O)C2(CCCC2)C(=O)O[C@@H]1c1ccc(C#N)cc1	297.136	3.312	67.160
[O-]C(=NO)c1cccc(Nc2ccc(Cl)c(Cl)c2)c1	295.005	3.233	67.680
COc1cc(NC(=O)c2ccco2)cc(OC)c1OC(C)C	305.126	3.336	69.930
COc1cccc2c1NC(=O)/C(=C\c1ccc(C#N)cc1)O2	292.085	2.939	71.350
C=CCn1c(SCc2ccco2)nnc1-c1cnccn1	299.084	2.806	69.630
O=C(Nc1ccccc1)c1cccc(NC(=O)[C@H]2CCCO2)c1	310.132	3.056	67.430
COc1ccc(-c2nc3cc4c(cc3nc2N)OCC4)cc1	293.116	2.823	70.260
Cc1nnc2cccc(NC(=O)Nc3ccc(F)cc3)c2n1	297.103	3.116	79.800
COc1cc(C(=O)Nc2ccc(C)cc2C)ccc1OC#N	296.116	3.424	71.350
CCCc1nnc(NC(=O)COc2ccc(C)c(C)c2)s1	305.120	3.125	64.110
CCOC(=O)c1cnc(Cl)c(C(=O)c2ccc(C)cc2)n1	304.061	2.846	69.150
Cc1c(C#N)c(=O)oc2ccc(OCc3ccccc3)cc12	291.090	3.552	63.230
COc1ccc2oc3sc(NC(=O)c4ccco4)nc3c2c1	314.036	3.896	77.500
O=C(N/N=C/c1ccc2c(c1)OCO2)c1cc(Cl)ccn1	303.041	2.228	72.810
COc1ccc2oc(=O)c(NCc3ccc(O)cc3)cc2c1	297.100	3.119	71.700
COc1cc(C(=O)N/N=C/c2cccc(Cl)c2)ccc1O	304.061	2.818	70.920
CCOC(=O)/C(C#N)=C/c1ccc(C(=O)OC(C)(C)C)cc1	301.131	3.112	76.390
COc1ccc(O)c(/C=C(\C#N)C(=O)Nc2ccccc2)c1	294.100	2.946	82.350
COc1ccc(NC2=C(O)C(=O)c3ccccc32)c(OC)c1	297.100	3.239	67.790
O=C(NC(=O)c1ccc2c(c1)CCC2)Nc1cccc(O)c1	296.116	2.843	78.430
COc1cccc(NC(=O)Nc2nnc(SC)s2)c1	296.040	2.913	76.140
COc1ccc(C(=O)N[C@@H](C)Cc2ccccc2)cc1[N+](=O)[O-]	314.127	2.964	81.470
Cc1c(O)ccc(C(=O)COC(=O)C2CCCCCC2)c1O	306.147	3.103	83.830
CCOc1ccc(NC(=O)Cn2cc(C)c([N+](=O)[O-])c2)cc1	303.122	2.742	86.400
COc1ccccc1CNc1cc([N+](=O)[O-])ccc1OC	288.111	3.224	73.630
O=C1OC(c2ccc([N+](=O)[O-])cc2)=N/C1=C/c1cccs1	300.020	3.001	81.800
CC(C)C(=O)NNC(=O)Nc1ccc(Cl)c(Cl)c1	289.038	2.802	70.230
Nc1ccc(/C=N/c2nnc(Cc3ccc(F)cc3)s2)cc1	312.084	3.601	64.160
CCOc1ccccc1[C@@H]1C(C#N)=C(N)OC2=C1C(C)(C)OC2	312.147	2.956	77.500
Cc1cccc(N2C(=O)NC(=O)/C(=C\c3ccco3)C2C)c1	296.116	3.116	62.550
COc1cc(OC)cc(C(=O)Nc2ccc(F)c(C#N)c2)c1	300.091	2.967	71.350
CCC(=O)NC(=S)Nc1nc2cc(O)cc(C)c2s1	295.045	2.533	74.250
Cc1cccc(C(=O)Nc2nnc(CC(C)C)s2)c1C#N	300.104	3.169	78.670
CCn1c(CCNC(=O)c2ccccc2)cc([N+](=O)[O-])c1C	301.143	2.697	77.170
O=C([O-])CCC(=O)Nc1cccc(-c2ccc(Cl)cc2)c1	302.059	2.476	69.230
COc1cc(C[C@](C)(O)C(C)(C)C)cc(O)c1OC(C)=O	296.162	2.666	75.990
CC(C)(C)c1nnc(NC(=O)CCc2ccc(O)cc2)s1	305.120	3.113	75.110
O=C([O-])c1cc(/N=C/c2ccc(Cl)c(O)c2)ccc1Cl	307.989	2.813	72.720
O=C(Nc1nccs1)c1ccc(NC(=O)C2CCC2)cc1	301.088	3.134	71.090
COC(=O)c1cc(COc2ccc3ccccc3c2O)no1	299.079	2.899	81.790
COc1ccc(NN=c2c(=O)cc(-c3ccccc3)c2=O)cc1	306.100	1.886	67.760
O=C([O-])c1cc2ccc3ccccc3c2nc1-c1ccco1	288.067	3.012	66.160
