smiles,MW,LogP,TPSA
CC(C)C[NH+]1CCCC[C@@H]1[C@@H](C)CC#N,209.20122522008998,1.6295799999999996,28.23
CC(C)C[NH+]1CCC[C@@H](c2ccno2)C1,209.16483971209,1.0928999999999995,30.470000000000002
CC(C)C[NH2+]CC[C@H](O)c1ccoc1,198.14885530009,0.9224999999999999,49.980000000000004
CC(C)C[NH2+][C@@H]1CCO[C@@]2(CCOC2)C1,214.18015542809,0.5439000000000003,35.07
CC(C)Cc1nccc2c1C2O[C@@H](C)[NH3+],207.14918964809,1.2873999999999999,49.760000000000005
CC(C)N(C)[C@@H]1CCC[C@@H]([C@@H](C)[NH3+])C1,199.21687528408998,1.5157999999999991,30.880000000000003
CC(C)N(C[C@H]1CCC[C@H]1[NH3+])C1CC1,197.20122522008998,1.2698000000000003,30.880000000000003
CC(C)N1CC[C@@H](c2ncc[nH]2)CC1=O,207.137162164,1.5241,48.99
CC(C)N1C[C@@H]([NH3+])CCCC[C@@H]1C#N,196.18082412408998,0.7734799999999997,54.67
CC(C)NC(=O)NS(C)(=O)=S,196.034019624,-0.014899999999999913,58.2
CC(C)N[C@@](C)(CO)CCC1COC1,201.172878976,1.1620000000000001,41.489999999999995
CC(C)OC(=O)Cn1nc2ccccn21,207.100776656,1.0873999999999997,48.53
CC(C)Sc1ccc(C[NH+](C)C)[nH]1,199.12634602808998,1.1597000000000002,20.23
CC(C)[C@@H](C)[NH2+][C@@H](C)COCC1CC1,200.20089087208999,1.4094,25.84
CC(C)[C@@H](C)n1ccc2nc(N)nn21,193.13274547999998,1.33,61.14
CC(C)[C@@H](CCl)C(=O)N1CCOC1,205.086956432,1.3136999999999999,29.540000000000003
CC(C)[C@@H](C[NH3+])C1CC[N+](C2CC2)C1,197.20067664017998,0.8229000000000002,33.540000000000006
CC(C)[C@@H](O)C[C@H](C)CCC[NH+](C)C,202.21654093608998,0.9542000000000004,24.67
CC(C)[C@@H]1CC[C@@H](C(=O)N(C)CCO)C1,213.172878976,1.5093999999999999,40.540000000000006
CC(C)[C@@H]1CC[NH+](C2CC2)CC(C)(C)O1,212.20089087208999,1.2571999999999999,13.670000000000002
CC(C)[C@H](C)NC(=O)/C=C/n1cncn1,208.132411132,0.9094999999999998,59.81
CC(C)[C@H](C=O)c1cc([N+](=O)[O-])c[n-]1,195.07751579191,1.4905,74.31
CC(C)[C@H]([NH3+])c1ncc([N+](=O)[O-])s1,202.06447404409,0.9903,83.67
CC(C)[C@H]1CC(=O)n2cnnc2S1,197.062282972,1.4386999999999999,47.78
CC(C)[C@]([O-])(CC[NH3+])Cc1ccoc1,197.141578848,0.20920000000000089,63.84
CC(C)[NH+]1CCC(c2ncc[nH]2)CC1,194.16517406008998,0.5803999999999996,33.120000000000005
CC(C)[NH+]1CCC[C@H](n2cccn2)CC1,208.18082412408998,0.9013999999999995,22.26
CC(C)[NH2+]CCc1nnc(C(C)C)o1,198.16008868008998,0.7072999999999999,55.53
CC(C)c1n[nH]c(CNc2cnccn2)n1,218.12799444799998,1.3301999999999998,79.38000000000001
CC(C)c1nccn1CC(=O)NC1CC1,207.137162164,1.2851000000000001,46.92
CC(C)n1cc(F)c(C(N)=O)c1C#N,195.08079016,1.1786800000000002,71.81
CC(CO)=NC(=O)NCC1(C#N)CCC1,209.11642672,0.84308,85.48
CC(Cl)NC(=O)N1CC=C[C@H]1C#N,199.05123962,1.04478,56.13
CC(F)[C@@H](CO)[NH2+]C1CCCCC1,190.16016893209,0.6013999999999995,36.84
CC([NH3+])=CC(=O)OCCc1ccccc1,206.11755517209,0.9179999999999997,53.94
CC([O-])=C(N)[C@@H]1[CH]Cc2ccccc21,187.10026261591,1.08109,49.08
CC1(C)CCC(NC(=O)Cn2ccc[nH+]2)C1,222.16008868008998,0.9970999999999997,48.17
CC1(C)CCC[C@@H]([NH2+]CC2CCCO2)C1,212.20089087208999,1.6975999999999998,25.84
CC1(C)CCC[C@@H]([NH2+][C@H]2CCCO2)C1,198.18524080809,1.6550999999999998,25.84
CC1(C)CCC[C@@H](n2cnc(N)[nH+]2)C1,195.16042302808998,1.4207,57.980000000000004
CC1(C)CCC[C@H]1COC1CC([NH3+])C1,198.18524080809,1.6021999999999992,36.870000000000005
CC1(C)CC[NH+](Cc2cccc(O)c2)C1,206.15394068009,1.2069999999999996,24.67
CC1(C)CNC(=O)C(=O)c2ccccc21,203.094628656,1.2766999999999997,46.17
CC1(C)NC(=O)NC(=O)c2cccnc21,205.085126592,0.7697000000000003,71.09
CC1(C)OC[C@H]2Oc3ccncc3C[C@H]21,205.11027872,1.8101,31.35
CC1(C)SC(Cn2cc(N)cn2)=C1N,210.09391744799998,1.1609999999999998,69.86
CC1(NC(=O)Cn2cccn2)CCC1,193.1215121,0.9418999999999997,46.92
CC1=C(CNC(=O)C2C[C@@H](C)[C@@H]2C)C[NH2+]1,209.16483971209,0.2457000000000008,45.71
CC1=C[C@H](C)[NH2+][C@@H](c2cc(N)oc2C)N1,208.14443861608999,0.62772,67.8
CC1=NC[C@@H](C(=O)[O-])C1(C(C)C)C1CC1,208.13430239591,0.8793999999999995,52.489999999999995
CC1=NN(Cc2cc(=O)cc[nH]2)CC1=O,205.085126592,0.1355,65.53
CC1CC(N[C@@H]2CC(C)(C)CNC2=O)C1,210.173213324,1.2891999999999992,41.13
CC1CCC(O)(c2ccc(C[NH3+])o2)CC1,210.14885530009,1.4192000000000002,61.010000000000005
CC1CC[NH+](CCC[C@H](O)C(C)C)C1,200.20089087208999,0.7081999999999995,24.67
CC1CC[NH+](c2nc(Cl)ns2)C1,204.03567245208998,0.7477,30.220000000000002
CC1CN(C(=O)NC[C@@H]2CCCO2)C1,198.136827816,0.8266999999999995,41.57000000000001
CC=CC(=O)OC[C@](C)(CO)COC,202.120509056,0.7506999999999999,55.76
CCC(=O)C[NH2+]Cc1ccoc1Cl,202.06293275609,0.9755000000000004,46.82
CCC(=O)N1CCCN(C(C)C)CC1,198.173213324,1.3391,23.550000000000004
CCC(=O)N1CCN(Cc2ccco2)C1,208.121177752,1.2913000000000001,36.690000000000005
CCC(=O)NC(=O)Nc1ccc(O)cc1,208.084792244,1.4502999999999997,78.43
CCC(=O)NC(=O)c1cccc(OC)c1,207.089543276,1.3616,55.4
CCC(=O)NCCN1CCC[C@@H](C)C1,198.173213324,1.2444999999999997,32.34
CCC(=O)NCc1ccc(OC)c(N)c1,208.121177752,1.3036,64.35
CCC(=O)N[C@H](C)C(=O)c1cccnc1,206.105527688,1.1789999999999998,59.06
CCC(=O)Nc1ccc(C#N)cc1C=O,202.07422756,1.71928,69.96000000000001
CCC(=O)Nc1ccc(C)nc1[S-],195.05975755191,1.64432,41.99
CCC(=O)Nn1c(C#N)ccc1C#N,188.069810876,0.71156,81.61
CCC(C)(C)C[C@@H]([NH3+])COC(C)=O,188.16450536409,0.9862999999999993,53.94
CCC(C)(C)NC(=O)c1cccc[n+]1[O-],208.121177752,1.2384,56.040000000000006
CCC(C)(C)[C@H](NCC(C)C)C(=O)[O-],200.16560252391,0.7866999999999995,52.16
CCC(C)(C[NH3+])O[C@@H]1CCSC1C,204.14166174409,1.3076000000000003,36.870000000000005
CCC(C)CCCC(CC)(C[NH3+])CO,202.21654093608998,1.8333999999999995,47.870000000000005
CCC(C)N1CCC([NH+](C)CC)CC1,199.21687528408998,0.7839000000000007,7.680000000000001
CCC(CC)N1CC[S@@](=O)CC1=O,203.097999784,0.7659,37.38
CCC(CC)[C@@H](CC)CN1CC[NH2+]C1,199.21687528408998,1.2853000000000003,19.85
CCC(CC)[NH2+][C@@H](C)CC1CCC[NH2+]1,200.22415173617998,0.24280000000000246,33.22
CCC(CC)n1c(=N)[nH]c(=O)[nH]c1=O,198.111675688,-0.29472999999999966,94.5
CCC(CC)n1ccnc1CC[C@H](C)[NH3+],210.19647418808998,1.8072,45.46
CCC([C@@H](O)C1CCC1)[NH+]1CCCC1,198.18524080809,0.6046999999999998,24.67
CCC([NH3+])=C1Nc2ccccc2C(=O)O1,205.09715407609,1.0898999999999996,65.97
CCC1(C)CC(C)(C)C[C@@H]([NH2+]C)[C@@H]1O,200.20089087208999,1.1453999999999998,36.84
CCC1(CC)CC(N2CCOCC2)=N1,196.15756326,1.6796,24.83
CCC1(Cc2csc(=O)[nH]2)NO[C@@H]1C,214.077598688,1.051,54.120000000000005
CCC1=C(C(=O)Nc2ccccn2)CN1,203.105862036,1.2873999999999999,54.02
CCC1CN(C[C@@H]2CCC(=O)[C@H]2C)C1,195.162314292,1.9434,20.310000000000002
CCCC#CC1=CC(CCOC)=C(C)[NH+]1,205.14611564809,1.3471000000000002,24.830000000000002
CCCC(=O)N[C@]1(C#N)CCO[C@@H]1C,196.121177752,0.9738800000000001,62.120000000000005
CCCC(C)(CCO)NC[C@@H]1CCO1,201.172878976,1.3060999999999998,41.489999999999995
CCCCCN(C)c1ccc(C#N)c[nH+]1,204.14952399608998,1.99878,41.17
CCCCCN/C(=[NH+]/C)C1CC=CC1,195.18557515608998,0.8412999999999995,26.0
CCCCCNCC(=O)NCC(C)=O,200.15247788,0.4713999999999999,58.2
CCCCS(=O)(=O)N[C@H](C)C1CC1,205.113649848,1.5044000000000002,46.17
CCCC[C@@H](C)NC(=O)c1cc[nH+]cn1,208.14443861608999,1.2042,56.13
CCCC[C@@H](C)[NH2+]C1(CO)CSC1,204.14166174409,0.6064000000000003,36.84
CCCC[C@@H](CO)NC(=O)C(C)(C)O,203.152143532,0.42460000000000003,69.56
CCCC[C@@H]([NH2+]C)c1cc(C)nn1CC,210.19647418808998,1.6359199999999998,34.43
CCCC[C@H](NC)c1ncc(CO)n1C,211.168462292,1.3631,50.080000000000005
CCCC[C@H]([C@H]([NH3+])C=C(C)C)[NH+](C)C,200.22415173617998,0.26640000000000247,32.08
CCCC[NH+](C)CC(=O)Nc1ccco1,211.14410426809,0.5329000000000006,46.68
CCCC[NH+](C[C@H]1CCOC1)C1CC1,198.18524080809,0.8702999999999999,13.670000000000002
CCCC[NH2+][C@@H](C)COC[C@@H]1CCO1,202.18015542809,0.5439000000000003,35.07
CCCCn1nccc1-c1nc[nH]c1[O-],205.10948461591,1.1468999999999996,69.56
CCCN(C)C(=O)[C@H](N)CSCC,204.12963426,0.9351999999999996,46.330000000000005
CCCN(C)[C@@H](C#N)c1[nH+]ccn1C,193.14477296408998,0.7456799999999999,46.1
CCCN(CCO[C@@H](C)CC)C(N)=O,202.168127944,1.5922000000000003,55.56
CCCNC(=O)CCSc1ccn[nH]1,213.0935831,1.4181,57.78
CCCNC(=O)O[C@@H](C)CS(C)=O,207.092914404,0.8896,55.4
CCCN[C@@H](C[NH3+])c1ccccc1F,197.14485321608998,1.1083000000000005,39.67
CCCNc1cccc([C@@H](C)[NH2+]C)n1,194.16517406008998,1.1576999999999995,41.53
CCCO/C([O-])=N\n1[nH]nc1C(C)C,199.12004929991,0.2405999999999997,78.26
CCCOC(=O)C1([NH3+])Cc2ccccc21,206.11755517209,0.6331000000000001,53.94
CCCOCC[C@@H](C)c1ccnc(N)n1,209.152812228,1.9789999999999999,61.03
CCCOc1cc([O-])nc2cccnc12,203.08260117191,1.4922,58.07
CCCOc1cccc(CC(C)(C)[NH2+])n1,208.15701468009,1.2191999999999998,47.42
CCCS(=O)(=O)NC(CC)C(C)=O,207.092914404,0.6833999999999998,63.24
CCC[C@@H](C)N(C)[C@@H](C(N)=O)[C@@H](C)O,202.168127944,0.3415000000000001,66.56
CCC[C@@H](C)NC(=O)C(CN)C1CC1,198.173213324,1.2760999999999998,55.120000000000005
CCC[C@@H]([NH2+][C@@H]1CCC[C@H]1C)C(C)C,198.22162631609,2.5631000000000004,16.61
CCC[C@@H]1CCCCN1C(=S)N(C)C,214.15036970399998,2.4875000000000007,6.48
CCC[C@@H]1C[C@]1(O)C[C@@H]1C[NH2+]CC1(C)C,212.20089087208999,1.1469999999999996,36.84
CCC[C@H](CC(=O)Nc1ccco1)[NH2+]C,211.14410426809,0.9701,58.85
CCC[C@H]1CC[NH+](C(NC)C(C)C)C1,199.21687528408998,0.8928,16.47
CCC[C@H]1CN(c2cccnc2)NC1=O,205.1215121,1.3491,45.230000000000004
CCC[C@](C)(C[NH3+])[C@@H](O)c1cn[nH]c1,198.16008868008998,0.4914,76.55000000000001
CCC[N+](=O)C1(F)CCS(=O)(=O)C1,210.05946891609,0.6596000000000002,54.22
CCC[NH+](Cc1cccn1C)CC1CC1,207.18557515608998,1.2299999999999993,9.370000000000001
CCC[NH2+]C1(CCOC)[CH]O[C@@H](C)C1,201.17233039609,0.7056899999999999,35.07
CCC[NH2+]C1CCC[C@H](CO)CC1,186.18524080809,0.9009999999999996,36.84
CCC[NH2+]C1CCN(C(F)F)CC1,193.15108146808998,0.6467999999999996,19.85
CCC[NH2+]CC1=Cc2c(n[nH]c2C)C1,192.14952399608998,0.6310199999999997,45.29
CCC[NH2+]C[C@@H](C)N(C)C1CCCC1,199.21687528408998,1.2227,19.85
CCC[NH2+][C@@]1(C(C)C)CC[C@H](N)C1,185.20122522008998,0.8658,42.629999999999995
CCC[NH2+][C@]1(C(F)(F)F)C[C@@H](C)O1,198.11002518009,1.0272000000000001,25.84
CCCc1ccnc(C2NN=C(C)N2)n1,205.13274547999998,0.9539,62.2
CCN(C(=O)C1CCC1)c1ccncn1,205.1215121,1.6296000000000002,46.09
CCN(C)C(=O)C[C@@H]1CCC(=O)OC1,199.120843404,0.808,46.61
CCN(C)C(=O)N[C@H](C)C(=O)Cl,192.066555336,0.8015999999999996,49.410000000000004
CCN(C)C(=O)c1c(N)cccc1[O-],193.09825123591,0.4342999999999998,69.39
CCN(C)[S@](=O)c1ccccc1N,198.082684068,1.2431,46.33
CCN(C)c1cccc(C[NH2+]C(C)C)c1,207.18557515608998,1.6144999999999996,19.85
CCN(CC)C(=O)NC1(C(C)=O)CC1,198.136827816,1.1593999999999995,49.410000000000004
CCN(CC)C(=O)NCc1cocn1,197.11642672,1.226,58.370000000000005
CCN(CC)C(=O)c1cccc(C)[nH+]1,193.13353958409,1.2911199999999998,34.45
CCN(CC)C[C@H](N)C(F)(F)F,184.11873314,1.2178,29.259999999999998
CCN(CC=O)CCc1ccc(N)nc1,207.137162164,0.7270999999999997,59.22
CCN(CCC#N)Cc1cncn1C,192.13749651199998,1.15568,44.85
CCN(CCC1=CC=C(C)[C@@H]1C)C[C@H](C)[NH3+],223.21687528408998,1.8512,30.880000000000003
CCN(CC[C@H]1CCCOC1)C(N)=O,200.15247788,1.2037,55.56
CCN(C[C@@H]1CCOC1)c1ccc[nH+]c1,207.14918964809,1.3634999999999997,26.61
CCN(Cc1ccccn1)C(=O)[C@@H](C)O,208.121177752,0.8109,53.43000000000001
CCN(Cc1nc(C)no1)CC(F)F,205.102668476,1.46502,42.160000000000004
CCN1NC2=CN=NC2=C(C#N)C=C1C,201.10144535199998,1.8151800000000002,63.78
CCNC(=O)O[C@@H]1N=C(CCl)C1=O,204.030169828,0.3211,67.75999999999999
CCNC(=O)O[C@H]1CC[C@](CC)(CO)C1,215.152143532,1.6737,58.56
CCNC(=O)c1ccc([N+](=O)[O-])cn1,195.064391148,0.7395,85.13
CCNC(=O)c1nn(C)c2cc(C)oc12,207.100776656,1.2244199999999996,60.06
CCN[C@]1(C(=O)OC)CCCC1(C)C,199.157228912,1.7177999999999998,38.33
CCOC(=O)C(C)(C)N1CCO[C@@H]1C,201.136493468,1.0062999999999998,38.769999999999996
CCOC(=O)CC[C@H](C)NC1CC1=O,199.120843404,0.6491999999999998,55.4
CCOC(=O)N(CC)C[C@@H]1CCOC1,201.136493468,1.5013,38.769999999999996
CCOC(=O)NCC1CSCC1=O,203.061614276,0.6646000000000001,55.4
CCOC(=O)NN1Cc2ccccc21,192.089877624,1.6677000000000002,41.57
CCOC(=O)Nc1cc(OC)ncn1,197.080041212,1.0535999999999999,73.34
CCOC(=O)[C@@H](C)N(C)C(=O)C1CC1,199.120843404,0.8063999999999998,46.61
CCOC(=O)[C@H]1OCCO[C@@H]1C1CC1,200.104858992,0.7434999999999996,44.760000000000005
CCOC1=C(N)C2(CCOCC2)O1,185.10519334,0.7301000000000001,53.71000000000001
CCOCC(=O)N1CCC2(CCC2)C1,197.141578848,1.4255000000000002,29.54
CCOCCC[NH2+]Cc1ccc(C)o1,198.14885530009,1.07802,38.980000000000004
CCOCCCc1ccccc1/N=C/[NH3+],207.14918964809,1.5574,49.230000000000004
CCOCCOc1cccc(N)c1[O-],196.09791688791,0.7576999999999998,67.54
CCOCc1c(C)nn(C)c1[N+](=O)[O-],199.095691276,1.17322,70.19
CCOCc1cccc(CCC[NH3+])n1,195.14918964809,0.7926,49.760000000000005
CCONC(=O)[C@H]1CC[C@@H](C#N)C1=O,196.084792244,0.1729799999999997,79.19
CCO[C@@H]1C[C@@H](/C=C(/C)CCC[NH3+])O1,200.16450536409,1.1062999999999998,46.10000000000001
CCO[C@@H]1N(C)C(=O)NC12CCCC2,198.136827816,1.3167999999999997,41.57
CCOc1c(C)cccc1C[C@H](C)C[NH3+],208.16959074409,1.81422,36.870000000000005
CCOc1c(C)cnn1Cc1cnon1,208.096025624,1.0215199999999998,65.97
